customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_2146-EGVDT,Male,62,59,19.3,Credit card (automatic),0.0,Telecom
TEL_2604-IJPDU,Female,27,20,96.55,Electronic check,0.0,Telecom
TEL_9178-JHUVJ,Male,43,24,24.1,Bank transfer (automatic),0.0,Telecom
TEL_6168-YBYNP,Male,30,59,111.35,Electronic check,0.0,Telecom
TEL_7255-SSFBC,Male,35,72,112.25,Bank transfer (automatic),0.0,Telecom
TEL_3645-DEYGF,Male,56,1,20.75,Mailed check,0.0,Telecom
TEL_9323-HGFWY,Female,31,27,101.9,Credit card (automatic),0.0,Telecom
TEL_8544-GOQSH,Female,40,14,80.05,Credit card (automatic),0.0,Telecom
TEL_3363-DTIVD,Male,64,71,105.55,Electronic check,0.0,Telecom
TEL_7018-WBJNK,Male,22,13,78.3,Credit card (automatic),0.0,Telecom
TEL_9142-KZXOP,Male,63,44,68.85,Credit card (automatic),0.0,Telecom
TEL_7674-YTAFD,Female,38,33,79.95,Bank transfer (automatic),0.0,Telecom
TEL_6348-SNFUS,Male,25,72,55.45,Credit card (automatic),0.0,Telecom
TEL_1285-OKIPP,Male,35,1,79.9,Electronic check,1.0,Telecom
TEL_7825-ECJRF,Female,32,19,106.6,Electronic check,1.0,Telecom
TEL_1347-KTTTA,Male,45,64,102.45,Credit card (automatic),0.0,Telecom
TEL_7841-TZDMQ,Male,33,2,46.0,Credit card (automatic),1.0,Telecom
TEL_4195-NZGTA,Female,65,1,25.25,Electronic check,0.0,Telecom
TEL_7157-SMCFK,Male,36,61,19.75,Mailed check,0.0,Telecom
TEL_4709-LKHYG,Female,24,29,20.0,Electronic check,0.0,Telecom
TEL_2504-DSHIH,Male,51,23,86.8,Electronic check,0.0,Telecom
TEL_0699-NDKJM,Female,23,57,58.75,Bank transfer (automatic),0.0,Telecom
TEL_9286-BHDQG,Male,39,72,45.25,Credit card (automatic),0.0,Telecom
TEL_0230-WEQUW,Male,31,66,56.6,Bank transfer (automatic),0.0,Telecom
TEL_2040-LDIWQ,Male,42,65,84.2,Bank transfer (automatic),0.0,Telecom
TEL_6496-JDSSB,Female,32,8,80.0,Bank transfer (automatic),0.0,Telecom
TEL_9408-SSNVZ,Female,25,4,70.15,Electronic check,1.0,Telecom
TEL_4443-EMBNA,Female,52,71,24.75,Bank transfer (automatic),0.0,Telecom
TEL_6469-MRVET,Male,22,1,20.2,Electronic check,0.0,Telecom
TEL_0742-MOABM,Male,54,4,50.05,Mailed check,1.0,Telecom
TEL_5961-VUSRV,Female,21,12,19.35,Bank transfer (automatic),0.0,Telecom
TEL_6778-JFCMK,Male,65,24,50.6,Mailed check,0.0,Telecom
TEL_6341-JVQGF,Female,38,31,81.15,Mailed check,0.0,Telecom
TEL_2232-DMLXU,Female,39,1,55.2,Mailed check,1.0,Telecom
TEL_4811-JBUVU,Male,46,30,89.9,Credit card (automatic),0.0,Telecom
TEL_0945-TSONX,Female,57,47,85.3,Credit card (automatic),0.0,Telecom
TEL_2651-ZCBXV,Male,39,54,108.0,Credit card (automatic),0.0,Telecom
TEL_3316-UWXUY,Male,45,50,93.5,Credit card (automatic),0.0,Telecom
TEL_8937-RDTHP,Male,68,1,84.6,Mailed check,1.0,Telecom
TEL_7083-MIOPC,Female,62,72,20.25,Credit card (automatic),0.0,Telecom
TEL_1984-GPTEH,Female,61,29,25.15,Electronic check,0.0,Telecom
TEL_1251-KRREG,Male,50,2,54.4,Mailed check,1.0,Telecom
TEL_0621-JFHOL,Female,63,10,29.6,Mailed check,0.0,Telecom
TEL_9903-LYSAB,Male,70,18,73.15,Electronic check,0.0,Telecom
TEL_0094-OIFMO,Female,67,11,95.0,Electronic check,1.0,Telecom
TEL_9227-UAQFT,Male,48,16,19.75,Mailed check,0.0,Telecom
TEL_7301-ABVAD,Female,25,72,86.6,Bank transfer (automatic),0.0,Telecom
TEL_6614-FHDBO,Male,64,72,109.2,Bank transfer (automatic),0.0,Telecom
TEL_7576-ASEJU,Female,22,41,74.7,Credit card (automatic),0.0,Telecom
TEL_9058-HRZSV,Female,46,65,94.4,Electronic check,0.0,Telecom
TEL_4522-AKYLR,Female,50,13,54.8,Electronic check,0.0,Telecom
TEL_0221-WMXNQ,Male,57,4,75.35,Electronic check,0.0,Telecom
TEL_0303-UNCIP,Male,52,41,65.0,Mailed check,0.0,Telecom
TEL_9947-OTFQU,Male,47,15,74.4,Electronic check,1.0,Telecom
TEL_0322-YINQP,Male,37,1,48.55,Mailed check,1.0,Telecom
TEL_0959-WHOKV,Male,61,42,99.0,Electronic check,0.0,Telecom
TEL_4075-JFPGR,Female,43,51,93.5,Electronic check,0.0,Telecom
TEL_4629-NRXKX,Female,51,2,70.4,Electronic check,1.0,Telecom
TEL_9514-JDSKI,Male,69,1,40.2,Electronic check,1.0,Telecom
TEL_3282-ZISZV,Male,22,32,83.7,Credit card (automatic),0.0,Telecom
TEL_3675-YDUPJ,Male,22,10,19.85,Mailed check,0.0,Telecom
TEL_4111-BNXIF,Female,61,67,59.55,Electronic check,0.0,Telecom
TEL_7017-VFHAY,Female,53,61,115.1,Credit card (automatic),0.0,Telecom
TEL_6655-LHBYW,Male,48,50,114.35,Credit card (automatic),0.0,Telecom
TEL_4959-JOSRX,Female,24,2,44.6,Credit card (automatic),1.0,Telecom
TEL_5046-NUHWD,Female,67,29,45.0,Electronic check,0.0,Telecom
TEL_7273-TEFQD,Male,38,3,41.15,Electronic check,1.0,Telecom
TEL_3606-TWKGI,Male,36,13,106.9,Electronic check,1.0,Telecom
TEL_7529-ZDFXI,Male,44,57,89.85,Electronic check,0.0,Telecom
TEL_7605-BDWDC,Female,25,31,49.85,Bank transfer (automatic),0.0,Telecom
TEL_1950-KSVVJ,Female,39,45,113.3,Mailed check,0.0,Telecom
TEL_0123-CRBRT,Female,60,61,88.1,Mailed check,0.0,Telecom
TEL_6292-TOSSS,Male,47,50,24.9,Bank transfer (automatic),0.0,Telecom
TEL_3197-ARFOY,Female,23,19,105.0,Mailed check,0.0,Telecom
TEL_6323-AYBRX,Male,35,59,19.35,Mailed check,1.0,Telecom
TEL_7014-ZZXAW,Female,61,71,24.25,Credit card (automatic),0.0,Telecom
TEL_4385-GZQXV,Female,46,16,94.45,Electronic check,1.0,Telecom
TEL_7633-MVPUY,Male,26,57,59.75,Electronic check,0.0,Telecom
TEL_6366-ZGQGL,Male,23,1,24.8,Bank transfer (automatic),1.0,Telecom
TEL_4716-HHKQH,Male,55,20,107.05,Electronic check,0.0,Telecom
TEL_5940-AHUHD,Male,31,1,70.6,Mailed check,1.0,Telecom
TEL_6432-TWQLB,Male,37,5,85.4,Electronic check,1.0,Telecom
TEL_4484-GLZOU,Female,66,52,105.05,Electronic check,1.0,Telecom
TEL_3179-GBRWV,Male,55,21,64.95,Bank transfer (automatic),0.0,Telecom
TEL_8645-KWHJO,Male,54,14,55.0,Electronic check,0.0,Telecom
TEL_4130-MZLCC,Female,33,5,50.55,Bank transfer (automatic),0.0,Telecom
TEL_0314-TKOSI,Female,22,6,55.15,Mailed check,0.0,Telecom
TEL_8229-MYEJZ,Female,57,10,51.2,Electronic check,0.0,Telecom
TEL_2080-SRCDE,Female,30,1,25.4,Mailed check,0.0,Telecom
TEL_9577-WJVCQ,Female,34,68,54.45,Mailed check,0.0,Telecom
TEL_9512-UIBFX,Male,61,18,95.15,Mailed check,1.0,Telecom
TEL_6202-DYYFX,Female,22,22,76.0,Credit card (automatic),0.0,Telecom
TEL_3808-HFKDE,Female,30,20,44.35,Electronic check,0.0,Telecom
TEL_5583-SXDAG,Male,33,1,70.0,Electronic check,1.0,Telecom
TEL_3488-PGMQJ,Male,34,8,74.5,Electronic check,1.0,Telecom
TEL_3580-REOAC,Male,52,10,44.85,Credit card (automatic),1.0,Telecom
TEL_7534-BFESC,Male,37,24,76.1,Electronic check,1.0,Telecom
TEL_3727-OWVYD,Male,42,35,61.2,Mailed check,0.0,Telecom
TEL_2294-SALNE,Male,46,23,86.8,Mailed check,0.0,Telecom
TEL_4847-TAJYI,Female,41,6,89.35,Electronic check,0.0,Telecom
TEL_1563-IWQEX,Female,69,12,19.7,Mailed check,0.0,Telecom
TEL_8203-XJZRC,Male,31,1,20.25,Mailed check,0.0,Telecom
TEL_6556-DBKZF,Female,22,71,76.05,Electronic check,0.0,Telecom
TEL_6851-WEFYX,Male,53,35,100.8,Electronic check,0.0,Telecom
TEL_2985-JUUBZ,Male,29,40,74.55,Electronic check,0.0,Telecom
TEL_6390-DSAZX,Female,61,1,73.6,Mailed check,1.0,Telecom
TEL_0895-LMRSF,Male,56,23,64.9,Bank transfer (automatic),0.0,Telecom
TEL_8098-LLAZX,Female,23,4,95.45,Electronic check,1.0,Telecom
TEL_8266-VBFQL,Male,46,4,90.4,Electronic check,0.0,Telecom
TEL_8181-YHCMF,Female,38,68,60.3,Credit card (automatic),0.0,Telecom
TEL_2240-HSJQD,Male,44,38,81.85,Mailed check,0.0,Telecom
TEL_1248-DYXUB,Male,50,52,24.8,Mailed check,0.0,Telecom
TEL_0265-EDXBD,Male,52,32,74.9,Electronic check,1.0,Telecom
TEL_4115-BNPJY,Male,38,29,75.55,Mailed check,0.0,Telecom
TEL_3167-SNQPL,Male,70,38,101.15,Electronic check,0.0,Telecom
TEL_4091-TVOCN,Male,41,48,78.75,Credit card (automatic),0.0,Telecom
TEL_1098-TDVUQ,Female,36,1,19.25,Bank transfer (automatic),0.0,Telecom
TEL_7277-OZCGZ,Female,56,22,89.05,Electronic check,0.0,Telecom
TEL_1557-EMYVT,Female,29,43,115.05,Credit card (automatic),0.0,Telecom
TEL_2799-ARNLO,Female,58,5,69.35,Electronic check,0.0,Telecom
TEL_7563-BIUPC,Male,66,5,80.6,Electronic check,1.0,Telecom
TEL_5027-YOCXN,Male,28,51,110.05,Credit card (automatic),0.0,Telecom
TEL_3973-SKMLN,Male,40,71,19.9,Credit card (automatic),0.0,Telecom
TEL_2321-OMBXY,Female,21,38,80.3,Credit card (automatic),1.0,Telecom
TEL_2840-XANRC,Male,65,24,93.15,Electronic check,1.0,Telecom
TEL_6745-JEFZB,Male,39,35,91.5,Credit card (automatic),0.0,Telecom
TEL_5020-ZSTTY,Female,70,54,82.45,Bank transfer (automatic),1.0,Telecom
TEL_9880-TDQAC,Female,34,72,60.0,Electronic check,0.0,Telecom
TEL_8705-WZCYL,Male,41,1,44.8,Electronic check,0.0,Telecom
TEL_7102-JJVTX,Female,51,9,48.6,Mailed check,0.0,Telecom
TEL_8626-PTQGE,Male,26,69,60.05,Bank transfer (automatic),0.0,Telecom
TEL_4983-CLMLV,Female,62,52,102.7,Credit card (automatic),0.0,Telecom
TEL_5701-YVSVF,Female,45,11,82.9,Electronic check,0.0,Telecom
TEL_5804-LEPIM,Female,34,2,70.35,Electronic check,1.0,Telecom
TEL_5697-GOMBF,Female,49,28,35.9,Electronic check,0.0,Telecom
TEL_2739-CACDQ,Female,42,17,82.65,Credit card (automatic),0.0,Telecom
TEL_9385-EHGDO,Female,44,35,19.85,Mailed check,0.0,Telecom
TEL_9498-FIMXL,Female,26,8,19.2,Mailed check,0.0,Telecom
TEL_2379-GYFLQ,Male,20,46,94.9,Credit card (automatic),0.0,Telecom
TEL_0122-OAHPZ,Female,20,7,73.85,Electronic check,1.0,Telecom
TEL_2868-SNELZ,Female,52,2,80.6,Mailed check,1.0,Telecom
TEL_4322-RCYMT,Male,42,68,75.8,Bank transfer (automatic),1.0,Telecom
TEL_6680-NENYN,Female,59,43,104.6,Electronic check,1.0,Telecom
TEL_2088-IEBAU,Female,59,68,88.15,Electronic check,0.0,Telecom
TEL_7982-VCELR,Female,68,36,94.8,Credit card (automatic),0.0,Telecom
TEL_1343-EHPYB,Male,61,63,103.4,Electronic check,1.0,Telecom
TEL_6035-BXTTY,Female,65,32,54.65,Bank transfer (automatic),0.0,Telecom
