customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_3410-YOQBQ,0,25,31,79.2,6,0,2
TEL_3170-NMYVV,0,24,50,20.15,0,0,2
TEL_7410-OIEDU,1,49,10,79.85,6,0,2
TEL_2273-QCKXA,1,64,1,49.05,6,0,2
TEL_0731-EBJQB,0,35,52,20.4,5,0,2
TEL_1891-QRQSA,1,39,64,111.6,0,0,2
TEL_8028-PNXHQ,1,69,62,24.25,0,0,2
TEL_5630-AHZIL,0,23,3,64.5,0,0,2
TEL_2673-CXQEU,0,64,56,110.5,5,0,2
TEL_6416-JNVRK,0,35,46,55.65,3,0,2
TEL_5590-ZSKRV,0,43,8,54.65,6,0,2
TEL_0191-ZHSKZ,1,65,30,74.75,5,0,2
TEL_3887-PBQAO,0,56,45,25.9,3,0,2
TEL_5919-TMRGD,0,70,1,79.35,5,1,2
TEL_8108-UXRQN,0,26,11,50.55,5,0,2
TEL_9191-MYQKX,0,63,7,75.15,0,1,2
TEL_9919-YLNNG,0,54,42,103.8,0,0,2
TEL_0318-ZOPWS,0,58,49,20.15,0,0,2
TEL_4445-ZJNMU,1,20,9,99.3,3,0,2
TEL_4808-YNLEU,0,34,35,62.15,0,0,2
TEL_1862-QRWPE,0,29,48,20.65,0,0,2
TEL_2796-NNUFI,0,53,46,19.95,6,0,2
TEL_3016-KSVCP,1,66,29,33.75,6,0,2
TEL_4767-HZZHQ,1,40,30,82.05,0,0,2
TEL_2424-WVHPL,1,62,1,74.7,5,0,2
TEL_7233-PAHHL,1,50,66,84.0,6,0,2
TEL_6067-NGCEU,0,61,65,111.05,3,0,2
TEL_9848-JQJTX,1,37,72,100.9,0,0,2
TEL_8637-XJIVR,0,46,12,78.95,5,1,2
TEL_9803-FTJCG,1,22,71,66.85,3,0,2
TEL_0278-YXOOG,1,53,5,21.05,6,1,2
TEL_3212-KXOCR,1,66,52,21.0,0,0,2
TEL_4598-XLKNJ,0,38,25,98.5,5,1,2
TEL_6380-ARCEH,1,31,1,20.2,6,0,2
TEL_3679-XASPY,0,24,1,19.45,5,0,2
TEL_7123-WQUHX,1,20,38,95.0,0,0,2
TEL_5386-THSLQ,0,50,66,45.55,0,0,2
TEL_3192-NQECA,1,60,68,110.0,0,1,2
TEL_6180-YBIQI,1,31,5,24.3,6,0,2
TEL_6728-DKUCO,0,39,72,104.15,5,0,2
TEL_9750-BOOHV,0,57,32,30.15,6,0,2
TEL_8597-CWYHH,1,40,43,94.35,6,0,2
TEL_2848-YXSMW,1,45,72,19.4,3,0,2
TEL_0486-HECZI,1,69,55,96.75,5,1,2
TEL_4549-ZDQYY,0,32,52,57.95,3,0,2
TEL_5712-AHQNN,0,44,43,91.65,5,0,2
TEL_4846-WHAFZ,0,30,37,76.5,5,1,2
TEL_5256-SKJGO,0,70,64,54.6,5,0,2
TEL_3071-VBYPO,1,52,3,89.85,5,0,2
TEL_9560-BBZXK,0,54,36,31.05,0,0,2
TEL_5299-RULOA,0,67,10,100.25,5,1,2
TEL_8402-OOOHJ,0,65,41,20.65,6,0,2
TEL_9445-ZUEQE,1,67,27,85.2,3,0,2
TEL_1091-SOZGA,0,54,56,99.8,3,0,2
TEL_2928-HLDBA,0,37,6,20.7,6,0,2
TEL_0404-SWRVG,1,63,3,74.4,5,1,2
TEL_6497-TILVL,0,29,7,50.7,6,0,2
TEL_7219-TLZHO,0,28,4,20.85,6,0,2
TEL_4622-YNKIJ,1,54,33,88.95,5,0,2
TEL_4412-YLTKF,0,20,27,78.05,5,1,2
TEL_6734-PSBAW,1,40,72,23.55,0,0,2
TEL_3930-ZGWVE,1,37,1,19.75,6,0,2
TEL_2639-UGMAZ,1,39,71,56.45,5,0,2
TEL_2876-GZYZC,0,22,13,85.95,5,0,2
TEL_6207-WIOLX,0,35,25,58.6,3,1,2
TEL_8587-XYZSF,1,37,67,50.55,0,0,2
TEL_3091-FYHKI,1,33,1,35.45,5,1,2
TEL_2372-HWUHI,1,46,2,44.35,5,1,2
TEL_7799-LGRDP,0,60,43,25.7,3,0,2
TEL_7850-VWJUU,0,49,23,75.0,0,0,2
TEL_3774-VBNXY,0,67,64,20.2,6,0,2
TEL_6217-KDYWC,1,59,57,19.6,6,0,2
TEL_0390-DCFDQ,0,43,1,70.45,6,1,2
TEL_3146-MSEGF,0,40,72,88.05,3,0,2
TEL_4080-OGPJL,0,34,8,71.15,5,1,2
TEL_1095-WGNGG,0,70,61,101.05,0,0,2
TEL_2636-SJDOU,1,21,64,84.3,3,0,2
TEL_1131-QQZEB,1,27,71,23.95,0,0,2
TEL_5716-EZXZN,0,36,65,99.05,3,0,2
TEL_6837-BJYDQ,1,29,3,19.6,6,0,2
TEL_2135-RXIHG,1,69,1,45.65,5,1,2
TEL_6440-DKQGE,1,58,30,64.5,3,0,2
TEL_3466-BYAVD,1,27,15,69.5,6,0,2
TEL_3780-YVMFA,0,38,8,68.55,5,0,2
TEL_3874-EQOEP,1,33,7,95.0,6,1,2
TEL_1679-JRFBR,0,52,70,108.15,3,0,2
TEL_9073-ZZIAY,1,65,62,86.1,5,0,2
TEL_3077-RSNTJ,0,66,6,19.7,6,0,2
TEL_6551-GNYDG,0,54,14,80.9,0,0,2
TEL_9167-APMXZ,0,46,22,84.15,0,0,2
TEL_2749-CTKAJ,1,32,22,20.15,6,0,2
TEL_6371-NZYEG,1,49,16,64.25,6,0,2
TEL_7554-NEWDD,1,37,10,25.7,0,0,2
TEL_8992-VONJD,0,55,13,56.0,5,0,2
TEL_0867-MKZVY,0,41,20,82.4,5,1,2
TEL_4482-EWFMI,0,56,2,69.7,5,0,2
TEL_4648-YPBTM,1,47,53,73.9,0,0,2
TEL_2907-ILJBN,0,43,11,20.6,6,0,2
TEL_6345-FZOQH,1,53,69,19.9,6,0,2
TEL_3376-BMGFE,0,61,4,70.9,0,1,2
TEL_5997-OPVFA,1,22,72,89.05,0,0,2
TEL_3445-HXXGF,1,28,58,45.3,5,1,2
TEL_1159-WFSGR,0,39,16,20.4,5,0,2
TEL_7654-YWJUF,1,41,43,84.25,0,0,2
TEL_1875-QIVME,0,42,2,104.4,5,1,2
TEL_6727-IOTLZ,1,34,14,81.95,6,0,2
TEL_0691-JVSYA,0,43,53,94.85,0,1,2
TEL_5918-VUKWP,0,36,32,20.55,0,0,2
TEL_1744-JHKYS,0,26,34,24.7,5,0,2
TEL_2656-FMOKZ,0,43,15,74.45,6,1,2
TEL_2070-FNEXE,0,40,7,76.45,0,1,2
TEL_5947-SGKCL,0,40,15,105.35,0,0,2
TEL_3712-PKXZA,1,53,61,20.55,3,0,2
TEL_6317-YPKDH,0,59,1,29.95,0,1,2
TEL_6582-OIVSP,0,20,1,45.3,6,0,2
TEL_9367-WXLCH,1,54,8,84.5,0,1,2
TEL_5524-KHNJP,1,44,33,74.75,3,0,2
TEL_1918-ZBFQJ,0,56,13,79.25,5,1,2
TEL_1024-GUALD,0,46,1,24.8,5,1,2
TEL_4827-USJHP,1,60,20,51.8,6,0,2
TEL_8167-GJLRN,1,60,3,30.4,5,0,2
TEL_0956-SYCWG,0,22,13,19.65,5,0,2
TEL_8017-UVSZU,0,38,40,56.6,3,0,2
TEL_7100-FQPRV,1,54,43,71.9,3,0,2
TEL_2472-OVKUP,1,37,6,91.0,5,1,2
TEL_2984-RGEYA,0,58,69,19.75,0,0,2
TEL_9680-NIAUV,0,58,72,109.7,3,0,2
TEL_2146-EGVDT,1,62,59,19.3,3,0,2
TEL_2604-IJPDU,0,27,20,96.55,5,0,2
TEL_9178-JHUVJ,1,43,24,24.1,0,0,2
TEL_6168-YBYNP,1,30,59,111.35,5,0,2
TEL_7255-SSFBC,1,35,72,112.25,0,0,2
TEL_3645-DEYGF,1,56,1,20.75,6,0,2
TEL_9323-HGFWY,0,31,27,101.9,3,0,2
TEL_8544-GOQSH,0,40,14,80.05,3,0,2
TEL_3363-DTIVD,1,64,71,105.55,5,0,2
TEL_7018-WBJNK,1,22,13,78.3,3,0,2
TEL_9142-KZXOP,1,63,44,68.85,3,0,2
TEL_7674-YTAFD,0,38,33,79.95,0,0,2
TEL_6348-SNFUS,1,25,72,55.45,3,0,2
TEL_1285-OKIPP,1,35,1,79.9,5,1,2
TEL_7825-ECJRF,0,32,19,106.6,5,1,2
TEL_1347-KTTTA,1,45,64,102.45,3,0,2
TEL_7841-TZDMQ,1,33,2,46.0,3,1,2
TEL_4195-NZGTA,0,65,1,25.25,5,0,2
TEL_7157-SMCFK,1,36,61,19.75,6,0,2
TEL_4709-LKHYG,0,24,29,20.0,5,0,2
TEL_2504-DSHIH,1,51,23,86.8,5,0,2
TEL_0699-NDKJM,0,23,57,58.75,0,0,2
TEL_9286-BHDQG,1,39,72,45.25,3,0,2
TEL_0230-WEQUW,1,31,66,56.6,0,0,2
TEL_2040-LDIWQ,1,42,65,84.2,0,0,2
TEL_6496-JDSSB,0,32,8,80.0,0,0,2
TEL_9408-SSNVZ,0,25,4,70.15,5,1,2
TEL_4443-EMBNA,0,52,71,24.75,0,0,2
TEL_6469-MRVET,1,22,1,20.2,5,0,2
TEL_0742-MOABM,1,54,4,50.05,6,1,2
TEL_5961-VUSRV,0,21,12,19.35,0,0,2
TEL_6778-JFCMK,1,65,24,50.6,6,0,2
TEL_6341-JVQGF,0,38,31,81.15,6,0,2
TEL_2232-DMLXU,0,39,1,55.2,6,1,2
TEL_4811-JBUVU,1,46,30,89.9,3,0,2
TEL_0945-TSONX,0,57,47,85.3,3,0,2
TEL_2651-ZCBXV,1,39,54,108.0,3,0,2
TEL_3316-UWXUY,1,45,50,93.5,3,0,2
TEL_8937-RDTHP,1,68,1,84.6,6,1,2
TEL_7083-MIOPC,0,62,72,20.25,3,0,2
TEL_1984-GPTEH,0,61,29,25.15,5,0,2
TEL_1251-KRREG,1,50,2,54.4,6,1,2
TEL_0621-JFHOL,0,63,10,29.6,6,0,2
TEL_9903-LYSAB,1,70,18,73.15,5,0,2
TEL_0094-OIFMO,0,67,11,95.0,5,1,2
TEL_9227-UAQFT,1,48,16,19.75,6,0,2
TEL_7301-ABVAD,0,25,72,86.6,0,0,2
TEL_6614-FHDBO,1,64,72,109.2,0,0,2
TEL_7576-ASEJU,0,22,41,74.7,3,0,2
TEL_9058-HRZSV,0,46,65,94.4,5,0,2
TEL_4522-AKYLR,0,50,13,54.8,5,0,2
TEL_0221-WMXNQ,1,57,4,75.35,5,0,2
TEL_0303-UNCIP,1,52,41,65.0,6,0,2
TEL_9947-OTFQU,1,47,15,74.4,5,1,2
TEL_0322-YINQP,1,37,1,48.55,6,1,2
TEL_0959-WHOKV,1,61,42,99.0,5,0,2
TEL_4075-JFPGR,0,43,51,93.5,5,0,2
TEL_4629-NRXKX,0,51,2,70.4,5,1,2
TEL_9514-JDSKI,1,69,1,40.2,5,1,2
TEL_3282-ZISZV,1,22,32,83.7,3,0,2
TEL_3675-YDUPJ,1,22,10,19.85,6,0,2
TEL_4111-BNXIF,0,61,67,59.55,5,0,2
TEL_7017-VFHAY,0,53,61,115.1,3,0,2
TEL_6655-LHBYW,1,48,50,114.35,3,0,2
TEL_4959-JOSRX,0,24,2,44.6,3,1,2
TEL_5046-NUHWD,0,67,29,45.0,5,0,2
TEL_7273-TEFQD,1,38,3,41.15,5,1,2
TEL_3606-TWKGI,1,36,13,106.9,5,1,2
TEL_7529-ZDFXI,1,44,57,89.85,5,0,2
TEL_7605-BDWDC,0,25,31,49.85,0,0,2
TEL_1950-KSVVJ,0,39,45,113.3,6,0,2
TEL_0123-CRBRT,0,60,61,88.1,6,0,2
TEL_6292-TOSSS,1,47,50,24.9,0,0,2
TEL_3197-ARFOY,0,23,19,105.0,6,0,2
TEL_6323-AYBRX,1,35,59,19.35,6,1,2
TEL_7014-ZZXAW,0,61,71,24.25,3,0,2
TEL_4385-GZQXV,0,46,16,94.45,5,1,2
TEL_7633-MVPUY,1,26,57,59.75,5,0,2
TEL_6366-ZGQGL,1,23,1,24.8,0,1,2
TEL_4716-HHKQH,1,55,20,107.05,5,0,2
TEL_5940-AHUHD,1,31,1,70.6,6,1,2
TEL_6432-TWQLB,1,37,5,85.4,5,1,2
TEL_4484-GLZOU,0,66,52,105.05,5,1,2
TEL_3179-GBRWV,1,55,21,64.95,0,0,2
TEL_8645-KWHJO,1,54,14,55.0,5,0,2
TEL_4130-MZLCC,0,33,5,50.55,0,0,2
TEL_0314-TKOSI,0,22,6,55.15,6,0,2
TEL_8229-MYEJZ,0,57,10,51.2,5,0,2
TEL_2080-SRCDE,0,30,1,25.4,6,0,2
TEL_9577-WJVCQ,0,34,68,54.45,6,0,2
TEL_9512-UIBFX,1,61,18,95.15,6,1,2
TEL_6202-DYYFX,0,22,22,76.0,3,0,2
TEL_3808-HFKDE,0,30,20,44.35,5,0,2
TEL_5583-SXDAG,1,33,1,70.0,5,1,2
TEL_3488-PGMQJ,1,34,8,74.5,5,1,2
TEL_3580-REOAC,1,52,10,44.85,3,1,2
TEL_7534-BFESC,1,37,24,76.1,5,1,2
TEL_3727-OWVYD,1,42,35,61.2,6,0,2
TEL_2294-SALNE,1,46,23,86.8,6,0,2
TEL_4847-TAJYI,0,41,6,89.35,5,0,2
TEL_1563-IWQEX,0,69,12,19.7,6,0,2
TEL_8203-XJZRC,1,31,1,20.25,6,0,2
TEL_6556-DBKZF,0,22,71,76.05,5,0,2
TEL_6851-WEFYX,1,53,35,100.8,5,0,2
TEL_2985-JUUBZ,1,29,40,74.55,5,0,2
TEL_6390-DSAZX,0,61,1,73.6,6,1,2
TEL_0895-LMRSF,1,56,23,64.9,0,0,2
TEL_8098-LLAZX,0,23,4,95.45,5,1,2
TEL_8266-VBFQL,1,46,4,90.4,5,0,2
TEL_8181-YHCMF,0,38,68,60.3,3,0,2
TEL_2240-HSJQD,1,44,38,81.85,6,0,2
TEL_1248-DYXUB,1,50,52,24.8,6,0,2
TEL_0265-EDXBD,1,52,32,74.9,5,1,2
TEL_4115-BNPJY,1,38,29,75.55,6,0,2
TEL_3167-SNQPL,1,70,38,101.15,5,0,2
TEL_4091-TVOCN,1,41,48,78.75,3,0,2
TEL_1098-TDVUQ,0,36,1,19.25,0,0,2
TEL_7277-OZCGZ,0,56,22,89.05,5,0,2
TEL_1557-EMYVT,0,29,43,115.05,3,0,2
TEL_2799-ARNLO,0,58,5,69.35,5,0,2
TEL_7563-BIUPC,1,66,5,80.6,5,1,2
TEL_5027-YOCXN,1,28,51,110.05,3,0,2
TEL_3973-SKMLN,1,40,71,19.9,3,0,2
TEL_2321-OMBXY,0,21,38,80.3,3,1,2
TEL_2840-XANRC,1,65,24,93.15,5,1,2
TEL_6745-JEFZB,1,39,35,91.5,3,0,2
TEL_5020-ZSTTY,0,70,54,82.45,0,1,2
TEL_9880-TDQAC,0,34,72,60.0,5,0,2
TEL_8705-WZCYL,1,41,1,44.8,5,0,2
TEL_7102-JJVTX,0,51,9,48.6,6,0,2
TEL_8626-PTQGE,1,26,69,60.05,0,0,2
TEL_4983-CLMLV,0,62,52,102.7,3,0,2
TEL_5701-YVSVF,0,45,11,82.9,5,0,2
TEL_5804-LEPIM,0,34,2,70.35,5,1,2
TEL_5697-GOMBF,0,49,28,35.9,5,0,2
TEL_2739-CACDQ,0,42,17,82.65,3,0,2
TEL_9385-EHGDO,0,44,35,19.85,6,0,2
TEL_9498-FIMXL,0,26,8,19.2,6,0,2
TEL_2379-GYFLQ,1,20,46,94.9,3,0,2
TEL_0122-OAHPZ,0,20,7,73.85,5,1,2
TEL_2868-SNELZ,0,52,2,80.6,6,1,2
TEL_4322-RCYMT,1,42,68,75.8,0,1,2
TEL_6680-NENYN,0,59,43,104.6,5,1,2
TEL_2088-IEBAU,0,59,68,88.15,5,0,2
TEL_7982-VCELR,0,68,36,94.8,3,0,2
TEL_1343-EHPYB,1,61,63,103.4,5,1,2
TEL_6035-BXTTY,0,65,32,54.65,0,0,2
TEL_6885-PKOAM,0,39,71,85.75,3,0,2
TEL_7520-HQWJU,0,56,66,67.45,0,0,2
TEL_9639-BUJXT,1,56,63,20.5,6,0,2
TEL_5924-SNGKP,0,23,41,20.25,3,0,2
TEL_0021-IKXGC,0,45,1,72.1,5,0,2
TEL_2034-GDRCN,0,47,2,90.4,5,1,2
TEL_8966-SNIZF,0,36,70,19.45,0,0,2
TEL_6243-OZGFH,0,45,23,44.95,5,0,2
TEL_4654-DLAMQ,0,49,64,97.0,0,0,2
TEL_0513-RBGPE,1,34,37,62.8,3,0,2
TEL_5160-UXJED,1,34,17,44.6,6,0,2
TEL_4115-NZRKS,0,66,7,89.15,5,0,2
TEL_0219-YTZUE,1,60,4,84.8,0,1,2
TEL_0623-IIHUG,0,48,21,41.9,5,1,2
TEL_4572-DVCGN,0,49,10,80.25,0,1,2
TEL_3351-NGXYI,0,43,16,54.1,5,0,2
TEL_8984-EYLLL,1,53,64,105.25,5,0,2
TEL_9057-MSWCO,1,47,27,30.75,3,1,2
TEL_9833-TGFHX,1,21,42,97.1,5,0,2
TEL_9294-TDIPC,1,28,5,20.2,6,0,2
TEL_5229-DTFYB,0,28,41,98.8,0,0,2
TEL_0104-PPXDV,1,52,58,50.3,3,0,2
TEL_5176-LMJXE,0,24,47,20.55,6,0,2
TEL_3583-KRKMD,1,62,18,75.9,0,0,2
TEL_1010-DIAUQ,1,67,5,96.5,0,1,2
TEL_9069-LGEUL,1,30,23,59.95,0,0,2
TEL_7302-ZHMHP,0,29,1,19.15,6,0,2
TEL_9571-EDEBV,1,64,71,98.65,3,0,2
TEL_3520-FJGCV,1,52,72,112.6,3,0,2
TEL_6563-VRERX,1,48,33,20.6,6,0,2
TEL_0259-GBZSH,1,67,2,85.65,5,1,2
TEL_6122-EFVKN,1,25,24,35.75,6,0,2
TEL_2805-EDJPQ,0,41,56,99.75,3,0,2
TEL_6862-CQUMB,1,26,37,96.1,3,0,2
TEL_7156-MXBJE,0,39,43,85.1,3,0,2
TEL_6158-HDPXZ,1,35,1,25.35,6,0,2
TEL_9601-BRXPO,0,20,25,104.95,0,1,2
TEL_2863-IMQDR,0,64,61,89.65,5,0,2
TEL_5686-CMAWK,1,20,17,86.75,5,0,2
TEL_5651-CRHKQ,0,54,41,86.2,0,0,2
TEL_6905-NIQIN,1,47,1,50.65,6,1,2
TEL_8204-YJCLA,1,30,72,64.8,0,0,2
TEL_5167-ZFFMM,1,21,1,90.85,3,1,2
TEL_6583-SZVGP,1,27,48,108.1,0,0,2
TEL_4895-TMWIR,1,31,11,19.95,6,1,2
TEL_0533-BNWKF,0,50,55,85.45,5,1,2
TEL_1708-PBBOA,0,44,42,54.75,5,0,2
TEL_8782-LKFPK,1,53,44,90.4,6,0,2
TEL_5522-JBWMO,1,56,1,44.0,5,0,2
TEL_3597-MVHJT,0,65,27,95.6,0,0,2
TEL_9774-NRNAU,1,47,27,84.8,0,0,2
TEL_0224-RLWWD,0,49,2,44.3,5,0,2
TEL_9967-ATRFS,0,31,19,19.9,6,0,2
TEL_3951-NJCVI,0,46,42,95.05,5,0,2
TEL_2977-CEBSX,0,47,66,90.05,3,0,2
TEL_0177-PXBAT,1,52,33,109.9,0,0,2
TEL_6599-CEBNN,0,70,34,73.95,3,1,2
TEL_2519-ERQOJ,1,51,33,54.6,5,0,2
TEL_5876-QMYLD,0,58,23,20.05,6,0,2
TEL_2277-AXSDC,0,63,32,19.75,0,0,2
TEL_9442-JTWDL,0,52,11,20.05,3,0,2
TEL_0979-PHULV,1,49,69,99.45,3,1,2
TEL_3067-SVMTC,0,47,68,55.9,0,0,2
TEL_5495-GPSRW,1,66,20,19.7,6,0,2
TEL_7606-BPHHN,1,25,72,19.8,3,0,2
TEL_4742-DRORA,1,47,60,95.4,0,0,2
TEL_0111-KLBQG,1,59,32,93.95,6,0,2
TEL_4800-VHZKI,0,68,1,19.9,6,1,2
TEL_7989-CHGTL,1,36,1,19.6,6,1,2
TEL_0334-GDDSO,1,40,3,81.35,5,1,2
TEL_4163-NCJAK,0,33,46,24.45,0,0,2
TEL_5233-AOZUF,0,51,29,74.95,5,0,2
TEL_5973-EJGDP,1,46,51,87.35,5,0,2
TEL_1996-DBMUS,0,63,48,70.65,0,0,2
TEL_7916-VCCPB,0,51,16,73.25,0,0,2
TEL_4686-GEFRM,1,64,70,98.7,0,0,2
TEL_5249-QYHEX,0,24,40,24.8,6,0,2
TEL_0578-SKVMF,0,29,22,83.3,5,1,2
TEL_5564-NEMQO,0,54,1,75.3,0,1,2
TEL_2233-FAGXV,0,26,5,24.3,6,0,2
TEL_5605-IYGFG,0,40,7,69.85,0,0,2
TEL_7663-ZTEGJ,1,29,29,100.55,3,0,2
TEL_3935-TBRZZ,1,40,44,25.7,6,0,2
TEL_8111-BKVDS,0,59,10,40.7,0,0,2
TEL_2055-SIFSS,0,36,55,51.65,0,0,2
TEL_2806-MLNTI,1,60,52,105.1,0,0,2
TEL_8734-DKSTZ,0,31,10,85.95,5,0,2
TEL_4360-PNRQB,1,60,18,75.6,0,0,2
TEL_6152-ONASV,0,59,68,58.25,0,0,2
TEL_9063-ZGTUY,0,60,61,19.4,6,1,2
TEL_7781-HVGMK,0,52,72,65.2,3,0,2
TEL_2181-UAESM,1,31,2,53.45,5,0,2
TEL_2957-LOLHO,1,35,12,45.4,0,1,2
TEL_6048-NJXHX,1,33,41,19.75,5,0,2
TEL_2320-SLKMB,0,56,26,44.45,3,0,2
TEL_4980-URKXC,1,57,36,20.85,0,0,2
TEL_4376-KFVRS,1,61,72,114.05,3,0,2
TEL_5886-VLQVU,1,68,35,89.85,0,0,2
TEL_3577-AMVUX,1,24,1,55.05,6,0,2
TEL_0771-WLCLA,0,53,16,112.95,5,0,2
TEL_5628-RKIFK,0,34,49,101.55,3,0,2
TEL_0206-TBWLC,0,29,54,114.65,6,0,2
TEL_2937-FTHUR,0,55,18,64.8,5,0,2
TEL_1910-FMXJM,0,28,36,80.4,5,0,2
TEL_7752-XUSCI,0,46,60,105.9,5,1,2
TEL_4110-PFEUZ,0,33,1,69.55,6,1,2
TEL_0732-OCQOC,0,67,52,25.05,0,0,2
TEL_5168-MSWXT,1,44,8,94.75,5,0,2
TEL_1090-ESELR,1,51,72,105.5,0,0,2
TEL_8592-PLTMQ,0,20,64,24.7,6,0,2
TEL_5760-WRAHC,0,31,22,69.75,6,0,2
TEL_8847-GEOOQ,1,35,60,60.2,0,0,2
TEL_0256-LTHVJ,0,70,28,81.05,5,1,2
TEL_4785-FCIFB,0,61,61,24.4,6,0,2
TEL_8313-NDOIA,0,53,24,104.15,5,0,2
TEL_5149-CUZUJ,1,25,28,92.9,0,0,2
TEL_0942-KOWSM,0,42,30,80.8,0,0,2
TEL_4237-CLSMM,1,67,2,20.0,6,0,2
TEL_1452-VOQCH,1,69,1,75.1,5,0,2
TEL_4719-UMSIY,1,58,6,19.65,6,0,2
TEL_6614-VBEGU,0,52,24,69.45,0,0,2
TEL_0880-TKATG,1,26,4,101.15,5,1,2
TEL_3811-VBYBZ,1,69,7,99.8,5,1,2
TEL_1480-BKXGA,1,23,72,116.05,0,0,2
TEL_2996-XAUVF,1,43,70,40.05,6,0,2
TEL_9076-AXYIK,1,63,64,102.1,5,0,2
TEL_5968-XQIVE,1,30,72,89.7,5,0,2
TEL_8896-RAZCR,0,64,44,19.9,6,0,2
TEL_4640-UHDOS,0,26,13,55.95,5,1,2
TEL_4933-IKULF,0,62,17,20.65,6,0,2
TEL_3583-EKAPL,1,29,1,55.0,5,1,2
TEL_1304-BCCFO,1,61,9,70.05,6,0,2
TEL_4104-PVRPS,1,27,24,53.6,6,0,2
TEL_9399-APLBT,0,34,1,74.7,5,1,2
TEL_2359-KMGLI,1,61,24,80.25,5,1,2
TEL_3780-DDGSE,1,21,35,76.05,5,0,2
TEL_4431-EDMIQ,0,66,7,75.7,5,0,2
TEL_0306-JAELE,1,36,5,96.1,5,1,2
